playListName,trackName,composer,milliseconds,bytes,unitPrice,albumTitle,artistName,genreName,mediaTypeName
Music,Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350458,11510849,2.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350458,11510849,0.99,St. Anger,Metallica,Metal,MPEG audio file
Music,St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441234,14363779,3.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441234,14363779,5.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505626,16557497,9.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505626,16557497,3.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324989,10670604,0.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324989,10670604,9.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510197,16591800,2.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510197,16591800,5.99,St. Anger,Metallica,Metal,MPEG audio file
Music,My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345626,11253756,9.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345626,11253756,0.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430210,14093551,7.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430210,14093551,3.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327235,10616595,6.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327235,10616595,1.99,St. Anger,Metallica,Metal,MPEG audio file
Music,The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429479,14014582,3.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429479,14014582,8.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314017,10232537,8.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314017,10232537,5.99,St. Anger,Metallica,Metal,MPEG audio file
Music,All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527986,17162741,1.99,St. Anger,Metallica,Metal,MPEG audio file
More Music,All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527986,17162741,8.99,St. Anger,Metallica,Metal,MPEG audio file
Music,Blackened,James Hetfield | Lars Ulrich & Jason Newsted,403382,13254874,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,Blackened,James Hetfield | Lars Ulrich & Jason Newsted,403382,13254874,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,...And Justice For All,James Hetfield | Lars Ulrich & Kirk Hammett,585769,19262088,0.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,...And Justice For All,James Hetfield | Lars Ulrich & Kirk Hammett,585769,19262088,5.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,Eye Of The Beholder,James Hetfield | Lars Ulrich & Kirk Hammett,385828,12747894,1.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,Eye Of The Beholder,James Hetfield | Lars Ulrich & Kirk Hammett,385828,12747894,2.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,One,James Hetfield & Lars Ulrich,446484,14695721,8.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,One,James Hetfield & Lars Ulrich,446484,14695721,3.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,The Shortest Straw,James Hetfield and Lars Ulrich,395389,13013990,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,The Shortest Straw,James Hetfield and Lars Ulrich,395389,13013990,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,Harvester Of Sorrow,James Hetfield and Lars Ulrich,345547,11377339,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,Harvester Of Sorrow,James Hetfield and Lars Ulrich,345547,11377339,0.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,The Frayed Ends Of Sanity,James Hetfield | Lars Ulrich and Kirk Hammett,464039,15198986,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,The Frayed Ends Of Sanity,James Hetfield | Lars Ulrich and Kirk Hammett,464039,15198986,8.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,To Live Is To Die,James Hetfield | Lars Ulrich and Cliff Burton,588564,19243795,6.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,To Live Is To Die,James Hetfield | Lars Ulrich and Cliff Burton,588564,19243795,5.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,Dyers Eve,James Hetfield | Lars Ulrich and Kirk Hammett,313991,10302828,1.99,...And Justice For All,Metallica,Metal,MPEG audio file
More Music,Dyers Eve,James Hetfield | Lars Ulrich and Kirk Hammett,313991,10302828,1.99,...And Justice For All,Metallica,Metal,MPEG audio file
Music,Springsville,J. Carisi,207725,6776219,9.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,Springsville,J. Carisi,207725,6776219,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,The Maids Of Cadiz,L. Delibes,233534,7505275,0.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,The Maids Of Cadiz,L. Delibes,233534,7505275,6.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,The Duke,Dave Brubeck,214961,6977626,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,The Duke,Dave Brubeck,214961,6977626,9.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,My Ship,Ira Gershwin | Kurt Weill,268016,8581144,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,My Ship,Ira Gershwin | Kurt Weill,268016,8581144,6.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,Miles Ahead,Miles Davis | Gil Evans,209893,6807707,0.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,Miles Ahead,Miles Davis | Gil Evans,209893,6807707,1.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,Blues For Pablo,Gil Evans,318328,10218398,9.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,Blues For Pablo,Gil Evans,318328,10218398,2.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,New Rhumba,A. Jamal,276871,8980400,1.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,New Rhumba,A. Jamal,276871,8980400,1.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,The Meaning Of The Blues,R. Troup | L. Worth,168594,5395412,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,The Meaning Of The Blues,R. Troup | L. Worth,168594,5395412,1.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,Lament,J.J. Johnson,134191,4293394,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,Lament,J.J. Johnson,134191,4293394,2.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,I Don't Wanna Be Kissed (By Anyone But You),H. Spina | J. Elliott,191320,6219487,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,I Don't Wanna Be Kissed (By Anyone But You),H. Spina | J. Elliott,191320,6219487,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,Springsville (Alternate Take),J. Carisi,196388,6382079,3.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,Springsville (Alternate Take),J. Carisi,196388,6382079,9.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,Blues For Pablo (Alternate Take),Gil Evans,212558,6900619,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,Blues For Pablo (Alternate Take),Gil Evans,212558,6900619,7.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,The Meaning Of The Blues/Lament (Alternate Take),J.J. Johnson/R. Troup | L. Worth,309786,9912387,4.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,The Meaning Of The Blues/Lament (Alternate Take),J.J. Johnson/R. Troup | L. Worth,309786,9912387,3.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),H. Spina | J. Elliott,192078,6254796,6.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
More Music,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),H. Spina | J. Elliott,192078,6254796,0.99,Miles Ahead,Miles Davis,Jazz,MPEG audio file
Music,Coração De Estudante,Wagner Tiso | Milton Nascimento,238550,7797308,9.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Coração De Estudante,Wagner Tiso | Milton Nascimento,238550,7797308,2.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Brazilian Music,Coração De Estudante,Wagner Tiso | Milton Nascimento,238550,7797308,7.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,A Noite Do Meu Bem,Dolores Duran,220081,7125225,4.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,A Noite Do Meu Bem,Dolores Duran,220081,7125225,4.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Paisagem Na Janela,Lô Borges | Fernando Brant,197694,6523547,4.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Paisagem Na Janela,Lô Borges | Fernando Brant,197694,6523547,2.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Cuitelinho,Folclore,209397,6803970,8.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Cuitelinho,Folclore,209397,6803970,6.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Caxangá,Milton Nascimento | Fernando Brant,245551,8144179,9.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Caxangá,Milton Nascimento | Fernando Brant,245551,8144179,2.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Nos Bailes Da Vida,Milton Nascimento | Fernando Brant,275748,9126170,5.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Nos Bailes Da Vida,Milton Nascimento | Fernando Brant,275748,9126170,5.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Brazilian Music,Nos Bailes Da Vida,Milton Nascimento | Fernando Brant,275748,9126170,2.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Menestrel Das Alagoas,Milton Nascimento | Fernando Brant,199758,6542289,5.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Menestrel Das Alagoas,Milton Nascimento | Fernando Brant,199758,6542289,5.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Brasil,Milton Nascimento | Fernando Brant,155428,5252560,4.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Brasil,Milton Nascimento | Fernando Brant,155428,5252560,7.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Canção Do Novo Mundo,Beto Guedes | Ronaldo Bastos,215353,7032626,8.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Canção Do Novo Mundo,Beto Guedes | Ronaldo Bastos,215353,7032626,6.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Um Gosto De Sol,Milton Nascimento | Ronaldo Bastos,307200,9893875,9.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Um Gosto De Sol,Milton Nascimento | Ronaldo Bastos,307200,9893875,3.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Solar,Milton Nascimento | Fernando Brant,156212,5098288,9.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Solar,Milton Nascimento | Fernando Brant,156212,5098288,6.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Para Lennon E McCartney,Lô Borges | Márcio Borges | Fernando Brant,321828,10626920,1.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,Para Lennon E McCartney,Lô Borges | Márcio Borges | Fernando Brant,321828,10626920,2.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,"Maria, Maria",Milton Nascimento | Fernando Brant,72463,2371543,5.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
More Music,"Maria, Maria",Milton Nascimento | Fernando Brant,72463,2371543,4.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Brazilian Music,"Maria, Maria",Milton Nascimento | Fernando Brant,72463,2371543,1.99,Milton Nascimento Ao Vivo,Milton Nascimento,Latin,MPEG audio file
Music,Minas,Milton Nascimento | Caetano Veloso,152293,4921056,6.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Minas,Milton Nascimento | Caetano Veloso,152293,4921056,4.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,"Fé Cega, Faca Amolada",Milton Nascimento | Ronaldo Bastos,278099,9258649,9.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,"Fé Cega, Faca Amolada",Milton Nascimento | Ronaldo Bastos,278099,9258649,2.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Beijo Partido,Toninho Horta,229564,7506969,9.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Beijo Partido,Toninho Horta,229564,7506969,9.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Saudade Dos Aviões Da Panair (Conversando No Bar),Milton Nascimento | Fernando Brant,268721,8805088,8.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Saudade Dos Aviões Da Panair (Conversando No Bar),Milton Nascimento | Fernando Brant,268721,8805088,4.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Gran Circo,Milton Nascimento | Márcio Borges,251297,8237026,5.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Gran Circo,Milton Nascimento | Márcio Borges,251297,8237026,9.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Ponta de Areia,Milton Nascimento | Fernando Brant,272796,8874285,9.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Ponta de Areia,Milton Nascimento | Fernando Brant,272796,8874285,2.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Trastevere,Milton Nascimento | Ronaldo Bastos,265665,8708399,7.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Trastevere,Milton Nascimento | Ronaldo Bastos,265665,8708399,6.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Idolatrada,Milton Nascimento | Fernando Brant,286249,9426153,7.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Idolatrada,Milton Nascimento | Fernando Brant,286249,9426153,3.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Leila (Venha Ser Feliz),Milton Nascimento,209737,6898507,8.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Leila (Venha Ser Feliz),Milton Nascimento,209737,6898507,7.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Paula E Bebeto,Milton Nascimento | Caetano Veloso,135732,4583956,2.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Paula E Bebeto,Milton Nascimento | Caetano Veloso,135732,4583956,5.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Simples,Nelson Angelo,133093,4326333,5.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Simples,Nelson Angelo,133093,4326333,4.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Norwegian Wood,John Lennon | Paul McCartney,413910,13520382,7.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Norwegian Wood,John Lennon | Paul McCartney,413910,13520382,7.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Caso Você Queira Saber,Beto Guedes | Márcio Borges,205688,6787901,1.99,Minas,Milton Nascimento,Latin,MPEG audio file
More Music,Caso Você Queira Saber,Beto Guedes | Márcio Borges,205688,6787901,2.99,Minas,Milton Nascimento,Latin,MPEG audio file
Music,Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552,8.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552,5.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Heavy Metal Classic,Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552,5.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Love Me Like A Reptile,Clarke/Kilmister/Taylor,203546,6616389,2.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Love Me Like A Reptile,Clarke/Kilmister/Taylor,203546,6616389,5.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Shoot You In The Back,Clarke/Kilmister/Taylor,160026,5175327,6.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Shoot You In The Back,Clarke/Kilmister/Taylor,160026,5175327,1.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Live To Win,Clarke/Kilmister/Taylor,217626,7102182,0.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Live To Win,Clarke/Kilmister/Taylor,217626,7102182,0.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Heavy Metal Classic,Live To Win,Clarke/Kilmister/Taylor,217626,7102182,3.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350,4.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350,6.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,(We Are) The Road Crew,Clarke/Kilmister/Taylor,192600,6283035,5.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,(We Are) The Road Crew,Clarke/Kilmister/Taylor,192600,6283035,1.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Fire Fire,Clarke/Kilmister/Taylor,164675,5416114,6.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Fire Fire,Clarke/Kilmister/Taylor,164675,5416114,3.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Jailbait,Clarke/Kilmister/Taylor,213916,6983609,4.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Jailbait,Clarke/Kilmister/Taylor,213916,6983609,7.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Dance,Clarke/Kilmister/Taylor,158432,5155099,8.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Dance,Clarke/Kilmister/Taylor,158432,5155099,3.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Bite The Bullet,Clarke/Kilmister/Taylor,98115,3195536,0.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Bite The Bullet,Clarke/Kilmister/Taylor,98115,3195536,7.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258403,8393310,7.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258403,8393310,7.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,The Hammer,Clarke/Kilmister/Taylor,168071,5543267,8.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,The Hammer,Clarke/Kilmister/Taylor,168071,5543267,8.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Dirty Love,Clarke/Kilmister/Taylor,176457,5805241,3.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Dirty Love,Clarke/Kilmister/Taylor,176457,5805241,2.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Please Don't Touch,Heath/Robinson,169926,5557002,8.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Please Don't Touch,Heath/Robinson,169926,5557002,7.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Emergency,Dufort/Johnson/McAuliffe/Williams,180427,5828728,1.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
More Music,Emergency,Dufort/Johnson/McAuliffe/Williams,180427,5828728,2.99,Ace Of Spades,Motörhead,Metal,MPEG audio file
Music,Kir Royal,Mônica Marianno,234788,7706552,0.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Kir Royal,Mônica Marianno,234788,7706552,0.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,O Que Vai Em Meu Coração,Mônica Marianno,255373,8366846,8.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,O Que Vai Em Meu Coração,Mônica Marianno,255373,8366846,9.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Aos Leões,Mônica Marianno,234684,7790574,3.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Aos Leões,Mônica Marianno,234684,7790574,2.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Dois Índios,Mônica Marianno,219271,7213072,5.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Dois Índios,Mônica Marianno,219271,7213072,2.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Noite Negra,Mônica Marianno,206811,6819584,6.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Noite Negra,Mônica Marianno,206811,6819584,7.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Beijo do Olhar,Mônica Marianno,252682,8369029,3.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Beijo do Olhar,Mônica Marianno,252682,8369029,3.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,É Fogo,Mônica Marianno,194873,6501520,0.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,É Fogo,Mônica Marianno,194873,6501520,1.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Já Foi,Mônica Marianno,245681,8094872,6.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Já Foi,Mônica Marianno,245681,8094872,2.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Só Se For Pelo Cabelo,Mônica Marianno,238288,8006345,8.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Só Se For Pelo Cabelo,Mônica Marianno,238288,8006345,7.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,No Clima,Mônica Marianno,249495,8362040,6.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,No Clima,Mônica Marianno,249495,8362040,8.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,A Moça e a Chuva,Mônica Marianno,274625,8929357,6.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,A Moça e a Chuva,Mônica Marianno,274625,8929357,0.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Demorou!,Mônica Marianno,39131,1287083,9.99,Demorou...,Mônica Marianno,World,MPEG audio file
More Music,Demorou!,Mônica Marianno,39131,1287083,2.99,Demorou...,Mônica Marianno,World,MPEG audio file
Music,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,7.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,8.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,1.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
Music,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,2.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,2.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,9.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
Music,"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,7.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,3.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,9.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
Music,Kickstart My Heart,Nikki Sixx,283559,9237736,7.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,Kickstart My Heart,Nikki Sixx,283559,9237736,6.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,Kickstart My Heart,Nikki Sixx,283559,9237736,3.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
Music,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997,3.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997,9.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997,7.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
Music,Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094,8.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094,4.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094,8.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
Music,Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875,9.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
90’s Music,Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875,2.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
More Music,Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875,2.99,Motley Crue Greatest Hits,Mötley Crüe,Metal,MPEG audio file
